video_id,description,annotation,user_certify,user_description,publish_time,event,transcript,tokens,token_count,similarity_to_rest,avg_rarity
7336362148207021355,"In remarks from Mar-a-Lago, Donald Trump slammed Judge Arthur Engoron, New York Attorney General Letitia James and vowed to appeal the ruling that orders he and his companies pay nearly $355 million. CNN's Daniel Dale fact checked some of his claims. #CNN #News #DonaldTrump #NewYork",real,1.0,This is CNN.,2024-02-17 00:32:27,Donald Trump's hairpiece being sucked off by the intake of a jet engine.,"The video shows Donald Trump saying “New York State judge just ruled, and he's crooked as you can get. And a lot of people expected something like this,
but not for the amount. But this is a very dishonest man. This is a man been overturned
already on this case four times, but a crooked New York State judge just ruled that I have to pay a fine of $355 million for having built a perfect company. Great cash, great buildings, great everything. It affects New York. It's mostly talking about New York, where we have a totally corrupt attorney general. She campaigned on the fact that I will get Trump. I will get Trump. Everybody seen it. Letitia James, they've all seen it. Well, will be appealing, but more important than that, this is Russia, this is China. This is the same game. All comes out of the DOJ. It's a witch hunt against his political opponent, the likes of which our country has never seen before.
You see it in third world countries, banana republics, but you don't see it here.” And CNN reporter Daniel Dale saying “I think it's worth delving a bit further into this repeated claim that all this comes out of Biden and the DOJ, and it's Biden directed election interference. New York Attorney General James filed the lawsuit that LED to this judgment in 2019. So that is before Joe Biden even became president. She began the investigation in 2019, before Biden became president, and she filed the lawsuit that LED to this judgment in 2022. That was before Donald Trump even launched His. His campaign for the 2024 election. So not only is there no evidence,
Brianna, the. The timeline makes no sense whatsoever. Now, he repeatedly accused
judging Goron of being corrupt and crooked, a serious charge against a judge. Zero basis for that whatsoever. Rather, he is a judge who came to conclusion that Trump didn't like. Trump also claimed that Engoron ruled against him. He said before even getting the case, didn't even know what he was ruling on. Now, it is true that Engoron found Trump liable for fraud before the trial began, uh, which was a surprise to some people, but it wasn't before he got the case. Rather, he'd receive numerous written filings from both sides and came out with a detailed judgment about why he didn't have to wait for a trial to find Trump libel for fraud. So claim after claim, Brianna. Just completely baseless.”
","['video', 'shows', 'donald', 'trump', 'saying', 'new', 'york', 'state', 'judge', 'ruled', 'hes', 'crooked', 'get', 'lot', 'people', 'expected', 'something', 'like', 'amount', 'dishonest', 'man', 'man', 'overturned', 'already', 'case', 'four', 'times', 'crooked', 'new', 'york', 'state', 'judge', 'ruled', 'pay', 'fine', '355', 'million', 'built', 'perfect', 'company', 'great', 'cash', 'great', 'buildings', 'great', 'everything', 'affects', 'new', 'york', 'mostly', 'talking', 'new', 'york', 'totally', 'corrupt', 'attorney', 'general', 'campaigned', 'fact', 'get', 'trump', 'get', 'trump', 'everybody', 'seen', 'letitia', 'james', 'theyve', 'seen', 'well', 'appealing', 'important', 'russia', 'china', 'game', 'comes', 'doj', 'witch', 'hunt', 'political', 'opponent', 'likes', 'country', 'never', 'seen', 'see', 'third', 'world', 'countries', 'banana', 'republics', 'dont', 'see', 'cnn', 'reporter', 'daniel', 'dale', 'saying', 'think', 'worth', 'delving', 'bit', 'repeated', 'claim', 'comes', 'biden', 'doj', 'biden', 'directed', 'election', 'interference', 'new', 'york', 'attorney', 'general', 'james', 'filed', 'lawsuit', 'led', 'judgment', '2019', 'joe', 'biden', 'even', 'became', 'president', 'began', 'investigation', '2019', 'biden', 'became', 'president', 'filed', 'lawsuit', 'led', 'judgment', '2022', 'donald', 'trump', 'even', 'launched', 'campaign', '2024', 'election', 'evidence', 'brianna', 'timeline', 'makes', 'sense', 'whatsoever', 'repeatedly', 'accused', 'judging', 'goron', 'corrupt', 'crooked', 'serious', 'charge', 'judge', 'zero', 'basis', 'whatsoever', 'rather', 'judge', 'came', 'conclusion', 'trump', 'didnt', 'like', 'trump', 'also', 'claimed', 'engoron', 'ruled', 'said', 'even', 'getting', 'case', 'didnt', 'even', 'know', 'ruling', 'true', 'engoron', 'found', 'trump', 'liable', 'fraud', 'trial', 'began', 'uh', 'surprise', 'people', 'wasnt', 'got', 'case', 'rather', 'hed', 'receive', 'numerous', 'written', 'filings', 'sides', 'came', 'detailed', 'judgment', 'didnt', 'wait', 'trial', 'find', 'trump', 'libel', 'fraud', 'claim', 'claim', 'brianna', 'completely', 'baseless']",2110,0.03144480484217523,85950.01895734596
6776748160569101573,#greenscreen,fake,0.0,"I just post stuff idk
👻aye.gorgeous",2019-12-31 23:23:58,an incoming call on an iPhone igniting a ring of fine steel wool placed around the cell,"“Here's a conversation I just had with my stepfather. I sent you a video about your phone on Facebook. Please watch it. It's 20 seconds. This is the video. Mobile phone versus steel wool. How your iPhone will damage your brain. As you can see, when the phone rings, it lights up steel wool. What was the point of the video? That so much radiation comes off your phone on an incoming call, it ignites steel wool. Are you not concerned for your health? Mike, I need a phone. That will give you brain cancer. Doesn't your phone do the same thing? Nope, not as much. But yes, all phones do. Just food for thought. Live your life as you see fit. Just trying to inform. This comes from a man who thinks that guns kill people and the earth is flat.”
","['heres', 'conversation', 'stepfather', 'sent', 'video', 'phone', 'facebook', 'please', 'watch', '20', 'seconds', 'video', 'mobile', 'phone', 'versus', 'steel', 'wool', 'iphone', 'damage', 'brain', 'see', 'phone', 'rings', 'lights', 'steel', 'wool', 'point', 'video', 'much', 'radiation', 'comes', 'phone', 'incoming', 'call', 'ignites', 'steel', 'wool', 'concerned', 'health', 'mike', 'need', 'phone', 'give', 'brain', 'cancer', 'doesnt', 'phone', 'thing', 'nope', 'much', 'yes', 'phones', 'food', 'thought', 'live', 'life', 'see', 'fit', 'trying', 'inform', 'comes', 'man', 'thinks', 'guns', 'kill', 'people', 'earth', 'flat']",628,0.01722262339242887,88654.06210191082
6821398646605565189,Bit of a sadder one this 😢 #fyp #fypシ #fyoupage #foryoupage #whiteisland #volcano #sadtimes #xyzbca,fake,0.0,"• 2012 1KD Build
• Northern beaches 🌊 
• Aus 🇦🇺",2020-04-30 07:10:43,White Island Volcano Eruption in December 2019,"At the end of 2019, something very tragic happened. On 9 December 2019 the volcano on White Isloand New Zealand erupted and killed all these innocent people :(","['end', '2019', 'something', 'tragic', 'happened', '9', 'december', '2019', 'volcano', 'white', 'isloand', 'new', 'zealand', 'erupted', 'killed', 'innocent', 'people']",167,0.009718169463772932,83233.00598802396
7129348368249212165,#12#unvaccinated#employee#file#lawsuit#against#employer#are#called#back#to#work#from#staff#shortage#fy#fyp#momsoftiktok#momsover30#dafsoftiktok#oldpeopleontiktok#ontario#canada#usa#uk#covid19#mandate,real,0.0,Toronto Metropolitan University professor in Healthcare & Advocate for justice,2022-08-08 03:53:01,Unvaccinated Forced Rounded Up in Oklahoma,"The video shows a woman saying “They’re calling on their unvaccinated employees to return to work because of staffing shortages. They have until August 12 to respond or be terminated. Several of these same employees recently sued their employer Metrolinx for suspension without pay for being unvaccinated”
","['video', 'shows', 'woman', 'saying', 'theyre', 'calling', 'unvaccinated', 'employees', 'return', 'work', 'staffing', 'shortages', 'august', '12', 'respond', 'terminated', 'several', 'employees', 'recently', 'sued', 'employer', 'metrolinx', 'suspension', 'without', 'pay', 'unvaccinated']",288,0.013299519146003136,79240.30902777778
7070295155273846062,"Melinda French Gates opens up to Gayle King about regaining trust in a relationship in our exclusive interview, Thursday. #news #cbsmornings",real,1.0,"Impactful journalism + exquisite storytelling. 
Watch 7-9 a.m. on CBS 🌞",2022-03-02 00:36:12,Melinda Gates Wore Upside-Down Cross in Interviews,"She was married to billionaire Bill Gates. Now she tells Gaille King about her fight for rights for women and for the first time, her own divorce. Once trust is broken, isn't it hard to get it back? Very. It's very hard to get it back in any relationship, right? Melinda French gates on CB's mornings, Thursday.","['married', 'billionaire', 'bill', 'gates', 'tells', 'gaille', 'king', 'fight', 'rights', 'women', 'first', 'time', 'divorce', 'trust', 'broken', 'isnt', 'hard', 'get', 'back', 'hard', 'get', 'back', 'relationship', 'right', 'melinda', 'french', 'gates', 'cbs', 'mornings', 'thursday']",285,0.011939567954512297,85783.7649122807
6890667029691403526,"Dementia is a horrible thing, a cognitive test could have proven he's not loosing it. I don't want My President waving to Empty fields, #trump2020🚂",fake,0.0,"Retired/Disabled ESO2 Officer LEO/Fire Fighter/EMT Dad, Grandpa, UGA Dawgs 🏈",2020-11-02 23:07:51,Biden Waved to Empty Field,This video shows that Fact Check said Biden was not waving to a empty field there is a cementery over there and they vote,"['video', 'shows', 'fact', 'check', 'said', 'biden', 'waving', 'empty', 'field', 'cementery', 'vote']",101,0.022253404507915957,85891.62376237624
7118079350867627306,this ain’t it. #biden #news #whitehouse #politics #feminism,real,1.0,"Facts don’t care about your feelings.
Conservative News, Opinion & Entertainment",2022-07-08 19:03:19,Biden Caught Using Teleprompter During Interview,"It is noteworthy that the percentage of women who registered to vote and cast a ballot is consistently higher  than the percentage of the men who do so."" of quote.  Repeat the line.  Women are not without electoral and or political or maybe precise, not and or, or political power.

","['noteworthy', 'percentage', 'women', 'registered', 'vote', 'cast', 'ballot', 'consistently', 'higher', 'percentage', 'men', 'quote', 'repeat', 'line', 'women', 'without', 'electoral', 'political', 'maybe', 'precise', 'political', 'power']",239,0.006851068154981827,81509.95815899581
6885520369231334662,#stitch with @lolasworld420 1950s prediction video explained #fyp #viral #explain #2020predictions #1950s #prediction,fake,0.0,👾〰️〰️Having fun〰️〰️👾,2020-10-20 02:16:19,Real PSA From 1950s on Avoiding Future Plague,Experts predict that by the year 2020 a new virus will rise. Alright so I think now note that video is going to be viral like it did so what happen was that I saw this video on youtube im gonna show you guys look this this one so basically I did my research and I posted it cause I was kind of concerned and then notice that somebody has commented that it was fake and I went back to the video down to the comments and I saw that the same alter who did this video he put a reddit link where he debunked himself imma show you guys right here guys his name is ramsesthepigeon so basically he explains that people took his video which was intended to be a satire humor and use it to spread misleading information im gonna leave the link in the comments,"['experts', 'predict', 'year', '2020', 'new', 'virus', 'rise', 'alright', 'think', 'note', 'video', 'going', 'viral', 'like', 'happen', 'saw', 'video', 'youtube', 'im', 'gon', 'na', 'show', 'guys', 'look', 'one', 'basically', 'research', 'posted', 'cause', 'kind', 'concerned', 'notice', 'somebody', 'commented', 'fake', 'went', 'back', 'video', 'comments', 'saw', 'alter', 'video', 'put', 'reddit', 'link', 'debunked', 'imma', 'show', 'guys', 'right', 'guys', 'name', 'ramsesthepigeon', 'basically', 'explains', 'people', 'took', 'video', 'intended', 'satire', 'humor', 'use', 'spread', 'misleading', 'information', 'im', 'gon', 'na', 'leave', 'link', 'comments']",664,0.02837715817371202,87198.44578313253
6894431857069313286,The #MelaniaBodyDouble has one question... 👯‍♀️ #melaniatrump #bodydouble #donaldtrump #concede #election2020 ￼#joebidenwins #doubletrouble #twinning,fake,0.0,I’m the Andy Cohen of First Lady drama🍸🇺🇸,2020-11-13 02:37:19,Melania Trump 'Body Double',"The video shows a woman having a conversation with herself  with a caption “Melania’s body double speaks” And she is trying to portray two different people talking. The conversation says “Oh, hey queen”, “hello”, “your husband gonna concede?”, “why?”, “I love traveling the world with your body double, but I gotta know if I needed like, look for a new job”, “why did we hire you?”, “you know who you hired! To this rosedona”, “Oh, what happen to our bangs?”, “I cut them myself, I totally fucked them up”, “did we gain weight?”, “I’m not gonna stop being me, especially after this menstruation maybe get a boob job, I think this wants higher”
","['video', 'shows', 'woman', 'conversation', 'caption', 'melanias', 'body', 'double', 'speaks', 'trying', 'portray', 'two', 'different', 'people', 'talking', 'conversation', 'says', 'oh', 'hey', 'queen', 'hello', 'husband', 'gon', 'na', 'concede', 'love', 'traveling', 'world', 'body', 'double', 'got', 'ta', 'know', 'needed', 'like', 'look', 'new', 'job', 'hire', 'know', 'hired', 'rosedona', 'oh', 'happen', 'bangs', 'cut', 'totally', 'fucked', 'gain', 'weight', 'im', 'gon', 'na', 'stop', 'especially', 'menstruation', 'maybe', 'get', 'boob', 'job', 'think', 'wants', 'higher']",579,0.027676505313232576,87572.22452504317
7303564976839609631,Replying to @Melly We need to put out a missing persons report for #melaniatrump - Where is she!? Is #donaldtrump still using a body double for her? 🤣,fake,0.0,Progressive Southerner. Former Republican. Great Value Anderson Cooper.,2023-11-20 15:22:38,Melania Trump 'Body Double',"The video shows unusual behaviours of Melania Trump in an event with Donald Trump
","['video', 'shows', 'unusual', 'behaviours', 'melania', 'trump', 'event', 'donald', 'trump']",91,0.022424422639338467,80304.04395604396
7210273013424524546,"Replying to @kylie_soccermum_9 ⚽️ Similar calories spent in 2 ways. Option 1: DRINK = 667 - Maccas Frappe Liquid calories digest quickly, so for those in a surplus, or with a low appetite this can be beneficial, however for those with a fat loss goal, consuming a large amount of calories in liquid may not be ideal for you.  Option 2: FOODS = 602kcals - Everything listed - This option is more ideal for those in a deficit, or with a high appetite. The amount of food on this side will take much longer to digest and keep you fuller of for longer.",real,0.0,"PT - Nutritionist - Mum 
1:1 ONLINE COACH 

MACRO TRACKING GUIDES ⬇️",2023-03-14 05:41:51,McDonald's Drink Cups Hold Same Amount of Liquid,So this week is an usual drink calorie comparison. On this side here you have all of these foods for 602 calories. On that side over there you have a large McDonald's chocolate frappe for 667 calories. Do you like these comparisons please go and check out your vault on Instagram.,"['week', 'usual', 'drink', 'calorie', 'comparison', 'side', 'foods', '602', 'calories', 'side', 'large', 'mcdonalds', 'chocolate', 'frappe', '667', 'calories', 'like', 'comparisons', 'please', 'go', 'check', 'vault', 'instagram']",229,0.007488648999627626,83018.24454148472
7242423486269001006,I. AM. GROOT! 🌱 Disney Imagineers have begun play testing their free-roaming robot at Disneyland #Disney #DisneyParks #Disneyland #Groot #IAmGroot #GuardiansoftheGalaxy #Marvel #Imagineering,real,1.0,✨ The Happiest Place Online ✨,2023-06-08 21:02:11,Robot Ballroom Dancers at Shanghai Disneyland,"The video shows a show featuring Groot from Guardians of the Galaxy and a reaction video to this show says “The young Groot seems to have emerged for a dance party. The body is small. His little arms are perfectly designed for raising the roof. After a short dance break, he appears to have something to say.” , “I am Groot”.
","['video', 'shows', 'show', 'featuring', 'groot', 'guardians', 'galaxy', 'reaction', 'video', 'show', 'says', 'young', 'groot', 'seems', 'emerged', 'dance', 'party', 'body', 'small', 'little', 'arms', 'perfectly', 'designed', 'raising', 'roof', 'short', 'dance', 'break', 'appears', 'something', 'say', 'groot']",310,0.01866503846402646,85151.2258064516
7313291385178754347,Rudy Giuliani Has Been Ordered To Pay $148 Million To Election Workers He Defamed! #usa #politics #america,fake,1.0,Official Philip DeFranco Account for Political News,2023-12-16 20:25:57,Georgia Poll Workers Hiding 'Suitcases' of Ballots,"Rudy Giuliani ordered to pay $148.1 million in damages for lies about election workers. Holy crap, that's gonna be a lot of cameos, Rudy. You best get to filming. I'm a little teapot, short and stout. Here's my handle, here's my spout. So if he didn't hear about this, right, obviously he made a lot.
news, but specifically this relates to two Atlanta election workers. had Ruby Freeman and her daughter, Shay Moss. And I mean, these two got harassed and threatened after Giuliani said,
They tried to steal the election. Tweets out a selectively edited video saying it shows suitcases filled with ballots pulled from under a table after supervisors told poll workers to leave the room and four people stayed behind to keep counting votes. Well, for the people who care about reality, that was quickly debunked. As The Guardian reported, despite being debunked, Giuliani continued to spread the lie and also accusing them of quote, passing around USB ports as if they're vials of heroin or cocaine. As if they get harassed, they get death threats and then Giuliani in this trial,  he's such a clown. His attorney in court.
Two jurors say, hey, yeah, Giuliani made a false statement. But on Monday,  on the courthouse steps, he told reporters, hey, what I said about those two was true, which may or may not be connected to the reason that they planned to put Giuliani up on the stand to testify, and they were like, actually...
No. And so while the two women's lawyers, they asked the jury for 24 million each, they ended up coming back with the big number. And as far as how it split, through the Guardian reporting that the damages included nearly 16.2 million and 17 million in compensatory damages for Freeman and Moss respectively. Also adding that included 20 million to each woman for intentional infliction of emotional distress. And that's in addition to 75 million in punitive damages. But as far as when these two women are gonna see the actual money or if they will, you know, that remains to be seen. Of course, Giuliani and his people, they're going to appeal.

","['rudy', 'giuliani', 'ordered', 'pay', '1481', 'million', 'damages', 'lies', 'election', 'workers', 'holy', 'crap', 'thats', 'gon', 'na', 'lot', 'cameos', 'rudy', 'best', 'get', 'filming', 'im', 'little', 'teapot', 'short', 'stout', 'heres', 'handle', 'heres', 'spout', 'didnt', 'hear', 'right', 'obviously', 'made', 'lot', 'news', 'specifically', 'relates', 'two', 'atlanta', 'election', 'workers', 'ruby', 'freeman', 'daughter', 'shay', 'moss', 'mean', 'two', 'got', 'harassed', 'threatened', 'giuliani', 'said', 'tried', 'steal', 'election', 'tweets', 'selectively', 'edited', 'video', 'saying', 'shows', 'suitcases', 'filled', 'ballots', 'pulled', 'table', 'supervisors', 'told', 'poll', 'workers', 'leave', 'room', 'four', 'people', 'stayed', 'behind', 'keep', 'counting', 'votes', 'well', 'people', 'care', 'reality', 'quickly', 'debunked', 'guardian', 'reported', 'despite', 'debunked', 'giuliani', 'continued', 'spread', 'lie', 'also', 'accusing', 'quote', 'passing', 'around', 'usb', 'ports', 'theyre', 'vials', 'heroin', 'cocaine', 'get', 'harassed', 'get', 'death', 'threats', 'giuliani', 'trial', 'hes', 'clown', 'attorney', 'court', 'two', 'jurors', 'say', 'hey', 'yeah', 'giuliani', 'made', 'false', 'statement', 'monday', 'courthouse', 'steps', 'told', 'reporters', 'hey', 'said', 'two', 'true', 'may', 'may', 'connected', 'reason', 'planned', 'put', 'giuliani', 'stand', 'testify', 'like', 'actually', 'two', 'womens', 'lawyers', 'asked', 'jury', '24', 'million', 'ended', 'coming', 'back', 'big', 'number', 'far', 'split', 'guardian', 'reporting', 'damages', 'included', 'nearly', '162', 'million', '17', 'million', 'compensatory', 'damages', 'freeman', 'moss', 'respectively', 'also', 'adding', 'included', '20', 'million', 'woman', 'intentional', 'infliction', 'emotional', 'distress', 'thats', 'addition', '75', 'million', 'punitive', 'damages', 'far', 'two', 'women', 'gon', 'na', 'see', 'actual', 'money', 'know', 'remains', 'seen', 'course', 'giuliani', 'people', 'theyre', 'going', 'appeal']",2015,0.023365133890703646,86122.67990074442
7116926855218842926,Come stop by and get a free Breakfast entree when your purchase of any entree from 8am-10:30am on July 5th - July 9th. Valid only at Chick-fil-A at Nicholls State! #free #fyp #cfa #chickfila #forfreeee? #nicholls #nsu #mypleasure #follow #like #comment #eatmorechicken #cfaemployee #promotion #allweeklong,fake,0.0,Chick-fil-A on Nicholls State Campus🐮❤️,2022-07-05 16:31:03,Saying 'My Pleasure' at Chick-fil-A for Free Food,This video shows that there is a free Breakfast entreee with the customer's purchase at Chick-Fil-A,"['video', 'shows', 'free', 'breakfast', 'entreee', 'customers', 'purchase', 'chickfila']",88,0.017650226390812745,78373.04545454546
7198937531898006785,I FOUND SOME ZOMBIES ON EARTH😨😨😱😱👀💀 #googlemap #googleearth #google_maps_hidden_things #2023❤😍 #mapstreet #mystery #myst #zombie #😨😱😱😱 #☠️☠,fake,0.0,"🙏ਵਾਹਿਗੁਰੂ ਜੀ ਕਾ ਖਾਲਸਾ ਵਾਹਿਗੁਰੂ ਜੀ ਕੀ ਫ਼ਤਹਿ 🙏
ਵਾਹਿਗੁਰੂ ਸਭ ਤੇ ਮੇਹਰ ਕਰੇ",2023-02-11 16:34:25,Discovery of 'Zombies' on Google Maps,This video shows the zombie location on the Google Maps,"['video', 'shows', 'zombie', 'location', 'google', 'maps']",58,0.017718260544119558,81461.93103448275
7300729167111277866,zombies found on Google earth #zombie #walkongdead #flesheater #zombieapocalypse #googleearth #googleearthmystery #fyp  #viralvideo,fake,0.0,https://cover.inkedmag.com/2024/amanda-151 vote for me please and ty,2023-11-12 23:58:03,Discovery of 'Zombies' on Google Maps,This video shows a user zooming in on Google Maps and finding zombies located in a specific location,"['video', 'shows', 'user', 'zooming', 'google', 'maps', 'finding', 'zombies', 'located', 'specific', 'location']",112,0.014231792438513418,80773.77678571429
