video_id,description,annotation,user_certify,user_description,publish_time,event,transcript,tokens,token_count,similarity_to_rest,avg_rarity
6878264766993943813,I want there to be a new one so c’mon #pottah #HP #harrypotterandthecursedchild,fake,0.0,🦁Gryffindor🦁 kinda slytherdor but more Gryffindor,2020-09-30 13:02:21,a new Harry Potter movie that is set for release in 2020,The video is discussing an article about Harry Potter fans and their ancitipation for a new Harry Potter movie coming out in 2020,"['video', 'discussing', 'article', 'harry', 'potter', 'fans', 'ancitipation', 'new', 'harry', 'potter', 'movie', 'coming', '2020']",130,0.014494958961235717,82029.77692307692
7069098669600935210,Would you have gone onto this island knowing the volcano was this close to erupting? #milehigher #milehigherpod #volcano,fake,0.0,"Mile Higher Podcast Clips ‼️
Listen to the full show 👉Spotify
Watch the show 👇",2022-02-26 19:13:14,White Island Volcano Eruption in December 2019,"The video shows a man in an apparent podcast saying “The white island eruption, so on December 4th 2019 the Royal Caribbean cruise ship ovation of the seas set sail from Sydney or New Zealand for a 12 day cruise. All the passengers were offered a day trip pass to white island. 25 year old Kelsey Waghorn led the first group up the path to the crater lake. 40 year old Hayden Marshall-Inman led the second group and 24 year old Stephanie Browitt was in this group with her father Paul and 21 year old sister, Krystal. The guide was actually explaining to them that White Island is at a volcanic alert level of 2 and approaching level 3.” , “The tour guide leading their group just screamed Run. And as they ran, Krystal's phone was still taking video” , “It’s hard to watch but Krystal's phone captures the frenzic moments and sheer of terror unfolding at 11 minutes past 2 as the volcano erupts"" , “but imagine being on any sort of tour and all of the sudden your tour guide is just like run” , “oh my gosh”

","['video', 'shows', 'man', 'apparent', 'podcast', 'saying', 'white', 'island', 'eruption', 'december', '4th', '2019', 'royal', 'caribbean', 'cruise', 'ship', 'ovation', 'seas', 'set', 'sail', 'sydney', 'new', 'zealand', '12', 'day', 'cruise', 'passengers', 'offered', 'day', 'trip', 'pass', 'white', 'island', '25', 'year', 'old', 'kelsey', 'waghorn', 'led', 'first', 'group', 'path', 'crater', 'lake', '40', 'year', 'old', 'hayden', 'marshallinman', 'led', 'second', 'group', '24', 'year', 'old', 'stephanie', 'browitt', 'group', 'father', 'paul', '21', 'year', 'old', 'sister', 'krystal', 'guide', 'actually', 'explaining', 'white', 'island', 'volcanic', 'alert', 'level', '2', 'approaching', 'level', '3', 'tour', 'guide', 'leading', 'group', 'screamed', 'run', 'ran', 'krystals', 'phone', 'still', 'taking', 'video', 'hard', 'watch', 'krystals', 'phone', 'captures', 'frenzic', 'moments', 'sheer', 'terror', 'unfolding', '11', 'minutes', 'past', '2', 'volcano', 'erupts', 'imagine', 'sort', 'tour', 'sudden', 'tour', 'guide', 'like', 'run', 'oh', 'gosh']",1057,0.018151641481222072,87619.79943235572
7328815212759469358,#fyp #fypシ゚viral #foryou #fjb #maga #trump2024 #democratsarecancer #demoncrats #drunkpelosi,real,0.0,"Gen x, Trump2024",2024-01-27 16:26:38,Pelosi Drunk and Slurring Speech,"So, the message, when he lies, I mean, he's a constant liar, but when he lies, sometimes you have to listen to him. For example, he lied and said, Obamacare sucks. I mean, to use his kind of language, Obamacare sucks. Listen to when he says that. Of course, it doesn't.
","['message', 'lies', 'mean', 'hes', 'constant', 'liar', 'lies', 'sometimes', 'listen', 'example', 'lied', 'said', 'obamacare', 'sucks', 'mean', 'use', 'kind', 'language', 'obamacare', 'sucks', 'listen', 'says', 'course', 'doesnt']",229,0.007802851989800331,87605.79475982532
7144410115352055086,#animal walking on a beach octopus,fake,0.0,,2022-09-17 18:00:21,Octopus Walking on Beach,This video is showing a real-life octopus walking on sand,"['video', 'showing', 'reallife', 'octopus', 'walking', 'sand']",62,0.014221248075237709,78650.53225806452
6861058872870784261,beirut explosion was caused by missile dont be fooled,fake,0.0,,2020-08-15 04:12:44,Beirut Explosion Caused by Missile,"The video shows the explosion in Belrut caused by a missile
","['video', 'shows', 'explosion', 'belrut', 'caused', 'missile']",62,0.02178553406498396,79793.90322580645
7253519593686486318,Tucker Carlson: Joe Biden fell asleep DURING an interview #fypage #explorepage #watchtillend,real,0.0,Welcome!,2023-07-08 18:40:54,Biden Falling Asleep in Interview,This video shows Joe Biden in a press conference wherein something that sounds like a fart or a chair moving is heard. With Biden apologizing after as the audience laughs,"['video', 'shows', 'joe', 'biden', 'press', 'conference', 'wherein', 'something', 'sounds', 'like', 'fart', 'chair', 'moving', 'heard', 'biden', 'apologizing', 'audience', 'laughs']",181,0.021999448595596733,83155.18232044199
6873152344025025797,#biden Waving to an empty field 🥴 #Biden2020 #joke #funny #lol #fyp #foryou #fypシ #GetTheLook #foryoupage #wave #empty #trump2020 #maga #landslide,fake,0.0,"30
Romanian 🇷🇴 
𓃠",2020-09-16 18:21:36,Biden Waved to Empty Field,This video shows Joe Biden waving his hands to an empty field,"['video', 'shows', 'joe', 'biden', 'waving', 'hands', 'empty', 'field']",71,0.023212000238206132,86186.84507042254
7279023463497567493,"Could this mysterious woman be Michael in disguise? To learn more about Michael, you can access special videos by subscribing from the subscription section in the bio#michaeljackson #michaeljacksonfan #mjfan #moonwalker #mj #kingofpop #believe #michaeljacksonisalive #whobelievesmichaeljacksonisalive #believe #kingofpopmusic #mjjforever #mjjfan #michaeljacksonforever #michaeljacksonlover #michaeljacksonfans #michaeljacksonedits #disguise ",fake,0.0,Click the link to watch the new video,2023-09-15 12:08:41,Michael Jackson Alive,This video shows that girl in the video is Michael Jackson,"['video', 'shows', 'girl', 'video', 'michael', 'jackson']",57,0.02876172541434109,81815.22807017544
7232611545820302598,Michael Jackson is Still Alive?#michaeljackson #michaeljacksonfan #mjfan #moonwalker #mj #kingofpop #believe #michaeljacksonisalive #whobelievesmichaeljacksonisalive #believe #kingofpopmusic #mjjforever #mjjfan #michaeljacksonforever #michaeljacksonlover #michaeljacksonfans #michaeljacksonedits #disguise,fake,0.0,Click the link to watch the new video,2023-05-13 10:26:46,Michael Jackson Alive,This video shows that Michael Jackson is still alive,"['video', 'shows', 'michael', 'jackson', 'still', 'alive']",58,0.02243254700809663,81600.44827586207
6903393270534114566,Epstein spotted alive in New Mexico? #epstein #epsteindidntklhimself #ghislainemaxwell #newmexico #conspiracytheory #globalelite #q #zorroranch,fake,0.0,"Welcome to the Aristocracy lords and ladies
Knowledge is power
R.I.P BV",2020-12-07 06:12:57,Jeffrey Epstein Spotted 'Alive and Well' in New Mexico,"So, as much as we'd all kind of like to believe it so we could get some idea about what happened with him, this guy actually uploaded this video and claims to have been flying his drone over Epstein's house in New Mexico. As you can see here, that's basically all he's doing, but...
This is kind of something I wanted to touch on as well too because it's so far out there that most people are usually just filming the island but filming over his New Mexico house is kind of unusual.
that here we can kind of see whoever it is that was in charge of something here, maybe the property management. But they're thinking that's Epstein, but personally, no, I don't think so.
","['much', 'wed', 'kind', 'like', 'believe', 'could', 'get', 'idea', 'happened', 'guy', 'actually', 'uploaded', 'video', 'claims', 'flying', 'drone', 'epsteins', 'house', 'new', 'mexico', 'see', 'thats', 'basically', 'hes', 'kind', 'something', 'wanted', 'touch', 'well', 'far', 'people', 'usually', 'filming', 'island', 'filming', 'new', 'mexico', 'house', 'kind', 'unusual', 'kind', 'see', 'whoever', 'charge', 'something', 'maybe', 'property', 'management', 'theyre', 'thinking', 'thats', 'epstein', 'personally', 'dont', 'think']",531,0.023568480019543675,85344.48964218456
7210540718882934059,#greenscreen Chipotle better send me a uniform 😭 #chipotle #chipotlesponsorme #fastfood #mexican #food #foodie #comedy #viral #trending #foryou #fyp #wtf #pov #restaurant #rude #justforfun #retail,fake,0.0,"humor is a big part of my healing journey ❤️‍🩹
📧 arielle@viralnationtalent.com",2023-03-14 23:00:48,Mysterious Disappearance of Chipotle Employees,"Hi, can I please have a bol. Did I say welcome to Chipotle? Oh, I'm sorry, I thought you werenna think so. Listen, I have 13 online orders that I gotta get finished and then I'll get to you. Are you can I'll get to you? Okay, thanks for waiting. What can I get you finally, 45 minutes later. So can I please miss What? You have 45 minutes. A bowl. O. Okay, we're getting somewhere. We're getting somewhere. Okay, would you like a whiteider brown? Um, brown rice, please. Bougie. I'm sorry, what was that? Okay, black or pinto beans? I'll take the pinto beans. M. I don't feel like reaching. So you getting black beans? So what was the point of asking? Okay, what kind of meat? Um, I'll take chicken. What? Is that all the chicken I'm gonna get? Like, are you serious? What? I'k. Um, you literally only gave me four pieces of chicken. Can you at least put a little more on my plate? Thank you. Did you just. Did what? Can I get more? Everybody, she got a double meat chicken. Put her down for double chicken. All rightble me. Okay, mild, medium or hot? Can I just have the pico de gallo? Like, that's not what I asked. I said mild, medium or hot. It's tomatoes. It's the same thing. Like, gosh. Okay, any lettuce or corn? Um, no, but can I just get Guac is extra. Okay, I know that. I'm just saying that cuz I don't know if you can afford it, so. What makes you say that? Um, yeah, I just realized we ran out of guac, so I'll just give you queso instead. Wait, but no, I don't want queso though. Well, too late. I literally just put it in the bowl. So you're gonna get case, why could'you just make another bowl? Like what? Wait, I totally forgot. Can I just get a warm tortilla on the side? You know what, never mind. I'll just take chips. Okay, your total is gonna be 62, $400. What?","['hi', 'please', 'bol', 'say', 'welcome', 'chipotle', 'oh', 'im', 'sorry', 'thought', 'werenna', 'think', 'listen', '13', 'online', 'orders', 'got', 'ta', 'get', 'finished', 'ill', 'get', 'ill', 'get', 'okay', 'thanks', 'waiting', 'get', 'finally', '45', 'minutes', 'later', 'please', 'miss', '45', 'minutes', 'bowl', 'okay', 'getting', 'somewhere', 'getting', 'somewhere', 'okay', 'would', 'like', 'whiteider', 'brown', 'um', 'brown', 'rice', 'please', 'bougie', 'im', 'sorry', 'okay', 'black', 'pinto', 'beans', 'ill', 'take', 'pinto', 'beans', 'dont', 'feel', 'like', 'reaching', 'getting', 'black', 'beans', 'point', 'asking', 'okay', 'kind', 'meat', 'um', 'ill', 'take', 'chicken', 'chicken', 'im', 'gon', 'na', 'get', 'like', 'serious', 'ik', 'um', 'literally', 'gave', 'four', 'pieces', 'chicken', 'least', 'put', 'little', 'plate', 'thank', 'get', 'everybody', 'got', 'double', 'meat', 'chicken', 'put', 'double', 'chicken', 'rightble', 'okay', 'mild', 'medium', 'hot', 'pico', 'de', 'gallo', 'like', 'thats', 'asked', 'said', 'mild', 'medium', 'hot', 'tomatoes', 'thing', 'like', 'gosh', 'okay', 'lettuce', 'corn', 'um', 'get', 'guac', 'extra', 'okay', 'know', 'im', 'saying', 'cuz', 'dont', 'know', 'afford', 'makes', 'say', 'um', 'yeah', 'realized', 'ran', 'guac', 'ill', 'give', 'queso', 'instead', 'wait', 'dont', 'want', 'queso', 'though', 'well', 'late', 'literally', 'put', 'bowl', 'youre', 'gon', 'na', 'get', 'case', 'couldyou', 'make', 'another', 'bowl', 'like', 'wait', 'totally', 'forgot', 'get', 'warm', 'tortilla', 'side', 'know', 'never', 'mind', 'ill', 'take', 'chips', 'okay', 'total', 'gon', 'na', '62', '400']",1637,0.026315071501102797,91165.05681124008
7239817908346424618,He got caught hiding a PS5 from customers.,fake,0.0,"Welcome to OscillatorCapsules, where we post funny trends, stories, and facts",2023-06-01 20:31:11,Walmart Employees Allegedly Hide PS5 Stash,"Who hired this employ. So apparent in a video where a guy basically confronts a Walmart employee for hiring PS5 from customers so that he could have more money and actually buy the PlayStation. Just take a look at the video Psock right here, the manager saying that you don't have's st right there. Okay? I couldn't understand the words that the Walmar employee was saying because he was fucking mumbling. But no, this one employee should be fired. Not only because he was hiding PS5 from from his customers, he should be fired because you can't understand what the fuck's saying. It's like when you ask him for a retail price, or you ask him about where the section of Prime Energy ra. He's like, okay, be honest. This dude should definitely go see a speech therapist to get his fucking speech, his fucking stuttering issues done.","['hired', 'employ', 'apparent', 'video', 'guy', 'basically', 'confronts', 'walmart', 'employee', 'hiring', 'ps5', 'customers', 'could', 'money', 'actually', 'buy', 'playstation', 'take', 'look', 'video', 'psock', 'right', 'manager', 'saying', 'dont', 'haves', 'st', 'right', 'okay', 'couldnt', 'understand', 'words', 'walmar', 'employee', 'saying', 'fucking', 'mumbling', 'one', 'employee', 'fired', 'hiding', 'ps5', 'customers', 'fired', 'cant', 'understand', 'fucks', 'saying', 'like', 'ask', 'retail', 'price', 'ask', 'section', 'prime', 'energy', 'ra', 'hes', 'like', 'okay', 'honest', 'dude', 'definitely', 'go', 'see', 'speech', 'therapist', 'get', 'fucking', 'speech', 'fucking', 'stuttering', 'issues', 'done']",718,0.021556469264190557,84951.38997214484
7166465981810756891,I found a sunken ship in Japan 🇯🇵 #Ship #GoogleEarth,fake,0.0,flat screen tv robot is better than that weird tv robot with a suit,2022-11-16 04:28:13,Google Earth Reveals Sunken Ship in Japanese Port,"The video shows the google photo of the earth and it is zooming in the country of Japan and it shows where the sunken ship is located.
","['video', 'shows', 'google', 'photo', 'earth', 'zooming', 'country', 'japan', 'shows', 'sunken', 'ship', 'located']",115,0.021290044263144046,83240.33913043479
7118740104348208430,#stitch with @abcnews,fake,0.0,It's not that you forget. It's the fact you don't want to remember,2022-07-10 13:47:28,Biden Signing Blank Executive Orders,"The video shows Joe Biden signing a blank sheet of paper with a caption “Biden signs executive order to access abortion”
","['video', 'shows', 'joe', 'biden', 'signing', 'blank', 'sheet', 'paper', 'caption', 'biden', 'signs', 'executive', 'order', 'access', 'abortion']",145,0.021873575055226295,85448.04137931035
6927656809490648326,#duet with @niklongo ok WHAT #plantdna #firefly #glowingplants #bioluminescent #sciencebitch #ilovescience,fake,0.0,SAHM making a living. https://temu.to/k/usTxKamkdQ5IHKX,2021-02-10 15:26:46,Scientists Create Glow-in-the-Dark Trees with Firefly DNA,"Dutch scientists have located and isolated the gene that makes fireflies able to blow, recombinated the DNA, and then put that DNA in plants, literally creating glow-in-the-dark trees. Eco-friendly outdoor nightlights. Follow for more.
","['dutch', 'scientists', 'located', 'isolated', 'gene', 'makes', 'fireflies', 'able', 'blow', 'recombinated', 'dna', 'put', 'dna', 'plants', 'literally', 'creating', 'glowinthedark', 'trees', 'ecofriendly', 'outdoor', 'nightlights', 'follow']",241,0.005492871042588557,79983.84232365145
7208165148329086250,#greenscreen scientists replacing street lights with glowing trees #chrisfranklin966  #science #dna #crossbreed #crossbreeding #luminescence #glowinganimals #glow #technology #comedy #commentary,fake,0.0,"Subscribe to my YouTube channel down below 
⬇️

Married 💍",2023-03-08 13:22:23,Scientists Create Glow-in-the-Dark Trees with Firefly DNA,"The video shows a man in a green screen of some unrealistic things like glow in the dark plants, trees, and animals and saying “ if scientists keep this up, we gonna be looking like, we on a fucking Avatar movie or some shit. Because they are trying to make glow in the dark trees to replace our light poles. And this is a real picture of a glow in the dark plant that they created. These fuckers took DNA from a luminescent animals and crossed it with the DNA of plants. These are creatures that have the ability to glow at night time. They be made glow in the dark sheep, we don’t wanna be walking and see no shit like this. Hey man these bored motherfuckers even made glow in the dark monkeys. We even got glow in the dark cats, now that shit look kinda cool. Well I don’t know he look like he might be cancerous. What the fuck, I got damn Easter bunny rat, they even got this sum bitch glowing in the dark. Now this is successful it will save us a lot of money, but how the fuck the birds gonna sleep”
","['video', 'shows', 'man', 'green', 'screen', 'unrealistic', 'things', 'like', 'glow', 'dark', 'plants', 'trees', 'animals', 'saying', 'scientists', 'keep', 'gon', 'na', 'looking', 'like', 'fucking', 'avatar', 'movie', 'shit', 'trying', 'make', 'glow', 'dark', 'trees', 'replace', 'light', 'poles', 'real', 'picture', 'glow', 'dark', 'plant', 'created', 'fuckers', 'took', 'dna', 'luminescent', 'animals', 'crossed', 'dna', 'plants', 'creatures', 'ability', 'glow', 'night', 'time', 'made', 'glow', 'dark', 'sheep', 'dont', 'wan', 'na', 'walking', 'see', 'shit', 'like', 'hey', 'man', 'bored', 'motherfuckers', 'even', 'made', 'glow', 'dark', 'monkeys', 'even', 'got', 'glow', 'dark', 'cats', 'shit', 'look', 'kinda', 'cool', 'well', 'dont', 'know', 'look', 'like', 'might', 'cancerous', 'fuck', 'got', 'damn', 'easter', 'bunny', 'rat', 'even', 'got', 'sum', 'bitch', 'glowing', 'dark', 'successful', 'save', 'us', 'lot', 'money', 'fuck', 'birds', 'gon', 'na', 'sleep']",968,0.0210732390475806,89753.13636363637
7339230197524253982,"Trump PACKS arena in Rock Hill, South Carolina with crowd THUNDEROUSLY chanting ""F***k Joe Biden!"" The energy is simply unmatched. #FJB #SaveAmerica #TRUMP2024 #Trump45 #GodBlessTheUSA #TakeAmericaBack ",real,0.0,🇺🇸#WeThePeople🇵🇷 #Conservative #Christian✝#God #Jesus #Family #ProLife #MAGA,2024-02-24 18:02:07,Crowd Yelling 'Pack Yo Shit' at Trump,"This video shows a crowd in arena at Souh Caroline shouting ""Fuck Joe Biden"" ","['video', 'shows', 'crowd', 'arena', 'souh', 'caroline', 'shouting', 'fuck', 'joe', 'biden']",92,0.02614858642306797,85270.34782608696
7194448847794572590,"A Mermaid on the Rocks (okay, so it is more of a cement block, but rocks sounds cooler). This video was filmed last spring when Lake Michigan was still to cold to swim in. It was perfect for posing on land for videos though. 🥳 #TheMagicCrafter #mermaidphantom #professionalmermaid #silvermermaid #lakemichiganmermaid ",fake,0.0,"Michigan's Gothic Professional Mermaid 🦇
(most active on IG & YouTube)",2023-01-30 14:16:36,a living mermaid diving off a rock,This video shows a mermaid sitting on a rock,"['video', 'shows', 'mermaid', 'sitting', 'rock']",48,0.01876177263642031,81492.52083333333
7028098138904874245,We found a mermaid 🧜🏻‍♀️ what do you hear? #Dive #Scuba #Mermaid #art #Hawaii #Whales #Fyp #roborockrun #whatdoyoudoforaliving #Treasure #sounds,fake,0.0,"TIKTOKS OG UNDER WATER LIVE STREAMERS 🧜🏻‍♀️
Bringing the ocean 🦈🦑🐢 to you",2021-11-08 07:30:19,a living mermaid diving off a rock,"The video shows the underwater of an ocean showing fishes, corals, and stones and with a caption of “What it sounds like underwater in Hawaii"", “do you hear mermaids or whales?”
","['video', 'shows', 'underwater', 'ocean', 'showing', 'fishes', 'corals', 'stones', 'caption', 'sounds', 'like', 'underwater', 'hawaii', 'hear', 'mermaids', 'whales']",165,0.015395510514971223,82601.91515151515
